"business_id","date","ViolationTypeID","risk_category","description"
70217,"20160229",103131,"Moderate Risk","Moderate risk vermin infestation"
70217,"20160229",103142,"Low Risk","Unclean nonfood contact surfaces"
70217,"20160229",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70217,"20140410",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70217,"20140410",103131,"Moderate Risk","Moderate risk vermin infestation"
70217,"20140410",103139,"Low Risk","Improper food storage"
70220,"20141107",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70220,"20141107",103133,"Moderate Risk","Foods not protected from contamination"
70220,"20160511",103142,"Low Risk","Unclean nonfood contact surfaces"
70220,"20140206",103133,"Moderate Risk","Foods not protected from contamination"
70220,"20140206",103145,"Low Risk","Improper storage of equipment utensils or linens"
70220,"20140206",103156,"Low Risk","Permit license or inspection report not posted"
70220,"20140206",103118,"Moderate Risk","Employee eating or smoking"
70225,"20140827",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70225,"20140827",103120,"Moderate Risk","Moderate risk food holding temperature "
70225,"20140827",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70225,"20160223",103133,"Moderate Risk","Foods not protected from contamination"
70225,"20160223",103161,"Low Risk","Low risk vermin infestation"
70225,"20160223",103120,"Moderate Risk","Moderate risk food holding temperature "
70225,"20140102",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70254,"20150805",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70254,"20150805",103150,"Low Risk","Improper or defective plumbing"
70254,"20140606",103156,"Low Risk","Permit license or inspection report not posted"
70254,"20160909",103156,"Low Risk","Permit license or inspection report not posted"
70254,"20160909",103142,"Low Risk","Unclean nonfood contact surfaces"
70258,"20160826",103150,"Low Risk","Improper or defective plumbing"
70281,"20141201",103120,"Moderate Risk","Moderate risk food holding temperature "
70281,"20141201",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70281,"20141201",103142,"Low Risk","Unclean nonfood contact surfaces"
70281,"20141201",103139,"Low Risk","Improper food storage"
70281,"20141201",103114,"High Risk","High risk vermin infestation"
70281,"20141201",103109,"High Risk","Unclean or unsanitary food contact surfaces"
70281,"20160120",103133,"Moderate Risk","Foods not protected from contamination"
70281,"20160120",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70281,"20160120",103131,"Moderate Risk","Moderate risk vermin infestation"
70281,"20160120",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70281,"20160120",103120,"Moderate Risk","Moderate risk food holding temperature "
70281,"20160120",103157,"Low Risk","Food safety certificate or food handler card not available"
70281,"20140415",103120,"Moderate Risk","Moderate risk food holding temperature "
70281,"20140415",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70281,"20140415",103139,"Low Risk","Improper food storage"
70281,"20140415",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70281,"20140415",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70281,"20140415",103133,"Moderate Risk","Foods not protected from contamination"
70281,"20140415",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70281,"20140415",103114,"High Risk","High risk vermin infestation"
70305,"20150709",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70305,"20150709",103147,"Low Risk","Inadequate ventilation or lighting"
70305,"20150709",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70305,"20150709",103133,"Moderate Risk","Foods not protected from contamination"
70305,"20150709",103120,"Moderate Risk","Moderate risk food holding temperature "
70305,"20140513",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70305,"20140513",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70305,"20140513",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70305,"20140513",103131,"Moderate Risk","Moderate risk vermin infestation"
70306,"20150311",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70306,"20150311",103103,"High Risk","High risk food holding temperature "
70306,"20150311",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70306,"20150311",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70306,"20150311",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70306,"20160906",103139,"Low Risk","Improper food storage"
70306,"20160906",103109,"High Risk","Unclean or unsanitary food contact surfaces"
70306,"20160906",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70306,"20160906",103145,"Low Risk","Improper storage of equipment utensils or linens"
70309,"20150630",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70309,"20150630",103156,"Low Risk","Permit license or inspection report not posted"
70309,"20150630",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
70309,"20150630",103150,"Low Risk","Improper or defective plumbing"
70309,"20160803",103143,"Low Risk","Inadequate warewashing facilities or equipment"
70309,"20160803",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70365,"20140415",103145,"Low Risk","Improper storage of equipment utensils or linens"
70365,"20160804",103131,"Moderate Risk","Moderate risk vermin infestation"
70365,"20160804",103127,"Moderate Risk","Noncompliance with HAACP plan or variance"
70365,"20160804",103125,"Moderate Risk","Noncompliance with shell fish tags or display"
70365,"20160804",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70416,"20161221",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70416,"20161221",103103,"High Risk","High risk food holding temperature "
70416,"20161221",103145,"Low Risk","Improper storage of equipment utensils or linens"
70416,"20161221",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
70416,"20161221",103161,"Low Risk","Low risk vermin infestation"
70418,"20150818",103160,"Low Risk","Inadequate HACCP plan record keeping"
70418,"20150818",103131,"Moderate Risk","Moderate risk vermin infestation"
70418,"20150818",103133,"Moderate Risk","Foods not protected from contamination"
70425,"20161007",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70425,"20161007",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70434,"20140117",103120,"Moderate Risk","Moderate risk food holding temperature "
70434,"20140117",103145,"Low Risk","Improper storage of equipment utensils or linens"
70434,"20140117",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
70434,"20140117",103109,"High Risk","Unclean or unsanitary food contact surfaces"
70434,"20140808",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70434,"20140808",103120,"Moderate Risk","Moderate risk food holding temperature "
70434,"20140808",103161,"Low Risk","Low risk vermin infestation"
70434,"20140808",103105,"High Risk","Improper cooling methods"
70434,"20140808",103123,"Moderate Risk","Food in poor condition"
70434,"20140808",103156,"Low Risk","Permit license or inspection report not posted"
70434,"20140808",103102,"High Risk","Unclean hands or improper use of gloves"
70434,"20160608",103156,"Low Risk","Permit license or inspection report not posted"
70434,"20160608",103157,"Low Risk","Food safety certificate or food handler card not available"
70434,"20160608",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70446,"20140925",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70446,"20140925",103143,"Low Risk","Inadequate warewashing facilities or equipment"
70446,"20151113",103133,"Moderate Risk","Foods not protected from contamination"
70446,"20140320",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70446,"20140320",103177,"Low Risk","Non service animal"
70452,"20150218",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70452,"20150218",103139,"Low Risk","Improper food storage"
70452,"20151007",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70452,"20151007",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70452,"20151007",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70452,"20131231",103138,"Low Risk","Improper storage use or identification of toxic substances"
70459,"20151202",103120,"Moderate Risk","Moderate risk food holding temperature "
70459,"20151202",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
70459,"20151202",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70459,"20140603",103112,"High Risk","No hot water or running water"
70459,"20140603",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
70459,"20140603",103156,"Low Risk","Permit license or inspection report not posted"
70459,"20140603",103157,"Low Risk","Food safety certificate or food handler card not available"
70459,"20140603",103150,"Low Risk","Improper or defective plumbing"
70486,"20141222",103157,"Low Risk","Food safety certificate or food handler card not available"
70486,"20141222",103156,"Low Risk","Permit license or inspection report not posted"
70486,"20141222",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70486,"20160330",103145,"Low Risk","Improper storage of equipment utensils or linens"
70486,"20160330",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70486,"20160330",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
70486,"20160330",103156,"Low Risk","Permit license or inspection report not posted"
70486,"20160330",103161,"Low Risk","Low risk vermin infestation"
70486,"20160330",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70486,"20140603",103156,"Low Risk","Permit license or inspection report not posted"
70486,"20140603",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
70486,"20140603",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
70486,"20140603",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
70494,"20160921",103120,"Moderate Risk","Moderate risk food holding temperature "
70494,"20160921",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
70494,"20150622",103133,"Moderate Risk","Foods not protected from contamination"
70494,"20160216",103133,"Moderate Risk","Foods not protected from contamination"
70494,"20160216",103150,"Low Risk","Improper or defective plumbing"
